vehicle_type,body_type,fuel_type,vehicle_year,NumMakes,NumModels,MPG,Range,NewPrice,auto_operating_cost,co2gpm
Pickup_13_PEV,Pickup,PEV,2013,0,0,22.4,0,32083.88,25.63,212.8
Pickup_14_PEV,Pickup,PEV,2012,0,0,23.0,0,30479.69,25.25,207.83
Pickup_15_PEV,Pickup,PEV,2011,0,0,22.9,0,28955.7,25.3,208.77
Pickup_16_PEV,Pickup,PEV,2010,0,0,22.7,0,27507.92,25.4,209.95
Pickup_17_PEV,Pickup,PEV,2009,0,0,22.3,0,26132.52,25.7,213.58
Pickup_18_PEV,Pickup,PEV,2008,0,0,21.5,0,24825.89,26.25,222.19
Pickup_19_PEV,Pickup,PEV,2007,0,0,21.4,0,23584.6,26.36,222.9
SUV_0_BEV,SUV,BEV,2026,25,183,95.4,296,63000.0,11.3,0.0
SUV_1_BEV,SUV,BEV,2025,25,175,91.5,284,59850.0,11.52,0.0
SUV_2_BEV,SUV,BEV,2024,23,133,90.1,278,56857.5,11.61,0.0
SUV_3_BEV,SUV,BEV,2023,15,63,90.1,270,54014.62,11.61,0.0
SUV_4_BEV,SUV,BEV,2022,9,36,93.4,264,51313.89,11.41,0.0
SUV_5_BEV,SUV,BEV,2021,6,16,97.9,267,48748.2,11.16,0.0
SUV_6_BEV,SUV,BEV,2020,5,12,97.4,277,46310.79,11.19,0.0
SUV_7_BEV,SUV,BEV,2019,4,8,88.8,264,43995.25,11.7,0.0
SUV_8_BEV,SUV,BEV,2018,2,4,84.2,252,41795.49,12.0,0.0
SUV_9_BEV,SUV,BEV,2017,2,7,87.4,245,39705.71,11.78,0.0
SUV_10_BEV,SUV,BEV,2016,2,6,87.5,236,37720.43,11.78,0.0
SUV_11_BEV,SUV,BEV,2015,0,0,87.3,0,35834.41,11.79,0.0
SUV_12_BEV,SUV,BEV,2014,2,2,69.5,115,34042.69,13.27,0.0
SUV_13_BEV,SUV,BEV,2013,2,2,69.5,115,32340.55,13.27,0.0
SUV_14_BEV,SUV,BEV,2012,2,2,69.0,112,30723.52,13.33,0.0
SUV_15_BEV,SUV,BEV,2011,0,0,81.0,0,29187.35,12.24,0.0
SUV_16_BEV,SUV,BEV,2010,0,0,79.1,0,27727.98,12.39,0.0
SUV_17_BEV,SUV,BEV,2009,0,0,76.0,0,26341.58,12.65,0.0
SUV_18_BEV,SUV,BEV,2008,0,0,74.1,0,25024.5,12.82,0.0
SUV_19_BEV,SUV,BEV,2007,0,0,73.8,0,23773.28,12.85,0.0
SUV_0_Diesel,SUV,Diesel,2026,2,8,22.6,0,49500.0,25.47,449.12
SUV_1_Diesel,SUV,Diesel,2025,2,8,22.6,0,47025.0,25.47,446.62
SUV_2_Diesel,SUV,Diesel,2024,3,10,22.6,0,44673.75,25.49,450.3
SUV_3_Diesel,SUV,Diesel,2023,4,12,22.8,0,42440.06,25.33,446.58
SUV_4_Diesel,SUV,Diesel,2022,4,12,22.8,0,40318.06,25.33,446.33
SUV_5_Diesel,SUV,Diesel,2021,5,14,23.0,0,38302.16,25.22,433.29
SUV_6_Diesel,SUV,Diesel,2020,2,4,24.0,0,36387.05,24.58,420.75
SUV_7_Diesel,SUV,Diesel,2019,6,12,28.1,0,34567.7,22.46,368.17
SUV_8_Diesel,SUV,Diesel,2018,7,14,27.6,0,32839.31,22.66,373.07
SUV_9_Diesel,SUV,Diesel,2017,3,5,25.0,0,31197.35,24.0,405.0
SUV_10_Diesel,SUV,Diesel,2016,7,11,25.0,0,29637.48,24.0,407.73
SUV_11_Diesel,SUV,Diesel,2015,6,10,25.2,0,28155.6,23.89,409.8
SUV_12_Diesel,SUV,Diesel,2014,6,8,24.5,0,26747.82,24.29,418.88
SUV_13_Diesel,SUV,Diesel,2013,5,5,23.4,0,25410.43,24.96,438.4
SUV_14_Diesel,SUV,Diesel,2012,3,3,21.0,0,24139.91,26.67,485.59
SUV_15_Diesel,SUV,Diesel,2011,3,3,21.3,0,22932.92,26.41,478.24
SUV_16_Diesel,SUV,Diesel,2010,3,3,20.7,0,21786.27,26.94,493.58
SUV_17_Diesel,SUV,Diesel,2009,3,3,20.7,0,20696.96,26.94,493.58
SUV_18_Diesel,SUV,Diesel,2008,3,6,19.7,0,19662.11,27.8,520.36
SUV_19_Diesel,SUV,Diesel,2007,3,6,19.7,0,18679.0,27.8,520.36
SUV_0_Gas,SUV,Gas,2026,32,213,22.2,0,45000.0,25.79,416.15
SUV_1_Gas,SUV,Gas,2025,34,230,22.5,0,42750.0,25.56,411.66
SUV_2_Gas,SUV,Gas,2024,34,236,22.0,0,40612.5,25.94,422.56
SUV_3_Gas,SUV,Gas,2023,34,249,21.8,0,38581.87,26.06,426.57
SUV_4_Gas,SUV,Gas,2022,34,265,21.7,0,36652.78,26.16,428.26
SUV_5_Gas,SUV,Gas,2021,34,246,21.7,0,34820.14,26.12,426.25
SUV_6_Gas,SUV,Gas,2020,32,250,21.8,0,33079.14,26.08,421.56
SUV_7_Gas,SUV,Gas,2019,32,235,21.6,0,31425.18,26.18,423.82
SUV_8_Gas,SUV,Gas,2018,31,233,21.4,0,29853.92,26.33,427.52
SUV_9_Gas,SUV,Gas,2017,30,217,21.2,0,28361.22,26.48,432.19
SUV_10_Gas,SUV,Gas,2016,27,197,21.4,0,26943.16,26.39,429.37
SUV_11_Gas,SUV,Gas,2015,26,199,20.9,0,25596.0,26.78,438.28
SUV_12_Gas,SUV,Gas,2014,26,181,20.3,0,24316.2,27.23,449.05
SUV_13_Gas,SUV,Gas,2013,27,179,20.0,0,23100.39,27.54,460.25
SUV_14_Gas,SUV,Gas,2012,28,171,19.5,0,21945.37,27.9,468.49
SUV_15_Gas,SUV,Gas,2011,29,193,19.4,0,20848.11,28.08,473.4
SUV_16_Gas,SUV,Gas,2010,31,185,18.9,0,19805.7,28.5,484.89
SUV_17_Gas,SUV,Gas,2009,34,180,18.2,0,18815.42,29.26,502.83
SUV_18_Gas,SUV,Gas,2008,34,168,17.7,0,17874.64,29.77,515.69
SUV_19_Gas,SUV,Gas,2007,34,168,17.6,0,16980.91,29.83,515.55
SUV_0_Hybrid,SUV,Hybrid,2026,18,107,26.4,0,51750.0,23.28,369.47
SUV_1_Hybrid,SUV,Hybrid,2025,17,100,25.5,0,49162.5,23.73,380.38
SUV_2_Hybrid,SUV,Hybrid,2024,15,97,25.8,0,46704.37,23.56,376.64
SUV_3_Hybrid,SUV,Hybrid,2023,14,83,25.7,0,44369.16,23.61,371.27
SUV_4_Hybrid,SUV,Hybrid,2022,12,64,24.9,0,42150.7,24.05,383.09
SUV_5_Hybrid,SUV,Hybrid,2021,12,48,25.1,0,40043.16,23.95,381.58
SUV_6_Hybrid,SUV,Hybrid,2020,9,28,25.9,0,38041.01,23.52,370.83
SUV_7_Hybrid,SUV,Hybrid,2019,7,13,28.2,0,36138.96,22.4,327.69
SUV_8_Hybrid,SUV,Hybrid,2018,5,11,29.0,0,34332.01,22.07,310.36
SUV_9_Hybrid,SUV,Hybrid,2017,5,10,29.6,0,32615.41,21.82,302.1
SUV_10_Hybrid,SUV,Hybrid,2016,5,11,29.1,0,30984.64,22.03,305.82
SUV_11_Hybrid,SUV,Hybrid,2015,7,13,27.5,0,29435.4,22.71,323.54
SUV_12_Hybrid,SUV,Hybrid,2014,8,12,26.2,0,27963.63,23.33,334.08
SUV_13_Hybrid,SUV,Hybrid,2013,8,13,23.1,0,26565.45,25.17,386.15
SUV_14_Hybrid,SUV,Hybrid,2012,8,14,23.9,0,25237.18,24.63,381.01
SUV_15_Hybrid,SUV,Hybrid,2011,12,20,24.8,0,23975.32,24.08,370.01
SUV_16_Hybrid,SUV,Hybrid,2010,11,17,26.1,0,22776.56,23.4,351.19
SUV_17_Hybrid,SUV,Hybrid,2009,10,15,25.4,0,21637.73,23.79,361.73
SUV_18_Hybrid,SUV,Hybrid,2008,8,14,26.1,0,20555.84,23.39,349.33
SUV_19_Hybrid,SUV,Hybrid,2007,5,8,26.8,0,19528.05,23.08,332.95
SUV_0_PEV,SUV,PEV,2026,11,17,28.2,457,56250.0,22.42,154.71
SUV_1_PEV,SUV,PEV,2025,19,35,26.7,444,53437.5,23.13,162.34
SUV_2_PEV,SUV,PEV,2024,11,14,28.5,451,50765.62,22.28,135.21
SUV_3_PEV,SUV,PEV,2023,15,23,27.1,447,48227.34,22.9,153.52
SUV_4_PEV,SUV,PEV,2022,13,20,27.6,461,45815.98,22.7,163.4
SUV_5_PEV,SUV,PEV,2021,12,19,25.0,437,43525.18,24.0,204.74
SUV_6_PEV,SUV,PEV,2020,11,16,24.3,426,41348.92,24.4,226.56
SUV_7_PEV,SUV,PEV,2019,6,8,24.4,440,39281.47,24.36,223.75
SUV_8_PEV,SUV,PEV,2018,5,7,24.3,414,37317.4,24.41,228.57
SUV_9_PEV,SUV,PEV,2017,4,4,23.0,457,35451.53,25.22,260.0
SUV_10_PEV,SUV,PEV,2016,4,4,23.0,457,33678.95,25.22,260.5
SUV_11_PEV,SUV,PEV,2015,1,1,22.0,480,31995.01,25.91,260.0
SUV_12_PEV,SUV,PEV,2014,0,0,26.9,0,30395.25,23.0,179.3
SUV_13_PEV,SUV,PEV,2013,0,0,26.4,0,28875.49,23.24,183.78
SUV_14_PEV,SUV,PEV,2012,0,0,25.9,0,27431.72,23.52,187.07
SUV_15_PEV,SUV,PEV,2011,0,0,25.7,0,26060.13,23.65,189.03
SUV_16_PEV,SUV,PEV,2010,0,0,25.1,0,24757.13,23.97,193.61
SUV_17_PEV,SUV,PEV,2009,0,0,24.1,0,23519.27,24.54,200.78
SUV_18_PEV,SUV,PEV,2008,0,0,23.5,0,22343.31,24.92,205.91
SUV_19_PEV,SUV,PEV,2007,0,0,23.4,0,21226.14,24.97,205.86
Van_0_BEV,Van,BEV,2026,0,0,91.0,0,56000.0,11.56,0.0
Van_1_BEV,Van,BEV,2025,1,2,81.5,232,53200.0,12.2,0.0
Van_2_BEV,Van,BEV,2024,0,0,90.4,0,50540.0,11.59,0.0
Van_3_BEV,Van,BEV,2023,0,0,90.4,0,48013.0,11.59,0.0
Van_4_BEV,Van,BEV,2022,0,0,84.3,0,45612.35,12.0,0.0
Van_5_BEV,Van,BEV,2021,0,0,83.1,0,43331.73,12.09,0.0
Van_6_BEV,Van,BEV,2020,0,0,84.1,0,41165.15,12.01,0.0
Van_7_BEV,Van,BEV,2019,0,0,82.6,0,39106.89,12.12,0.0
Van_8_BEV,Van,BEV,2018,0,0,83.1,0,37151.54,12.09,0.0
Van_9_BEV,Van,BEV,2017,0,0,76.8,0,35293.97,12.58,0.0
Van_10_BEV,Van,BEV,2016,0,0,75.3,0,33529.27,12.71,0.0
Van_11_BEV,Van,BEV,2015,0,0,68.4,0,31852.81,13.39,0.0
Van_12_BEV,Van,BEV,2014,0,0,65.8,0,30260.16,13.68,0.0
Van_13_BEV,Van,BEV,2013,0,0,66.3,0,28747.16,13.62,0.0
Van_14_BEV,Van,BEV,2012,0,0,64.5,0,27309.8,13.84,0.0
Van_15_BEV,Van,BEV,2011,0,0,63.3,0,25944.31,13.99,0.0
Van_16_BEV,Van,BEV,2010,0,0,72.0,0,24647.09,13.03,0.0
Van_17_BEV,Van,BEV,2009,0,0,68.8,0,23414.74,13.35,0.0
Van_18_BEV,Van,BEV,2008,0,0,69.1,0,22244.0,13.31,0.0
Van_19_BEV,Van,BEV,2007,0,0,68.3,0,21131.8,13.4,0.0
Van_0_Diesel,Van,Diesel,2026,0,0,27.0,0,44000.0,22.98,368.74
Van_1_Diesel,Van,Diesel,2025,0,0,26.5,0,41800.0,23.19,376.32
Van_2_Diesel,Van,Diesel,2024,0,0,26.8,0,39710.0,23.07,372.87
Van_3_Diesel,Van,Diesel,2023,0,0,26.8,0,37724.5,23.07,372.87
Van_4_Diesel,Van,Diesel,2022,0,0,25.0,0,35838.27,24.01,408.97
Van_5_Diesel,Van,Diesel,2021,0,0,24.6,0,34046.36,24.21,413.25
Van_6_Diesel,Van,Diesel,2020,0,0,24.9,0,32344.04,24.04,406.54
Van_7_Diesel,Van,Diesel,2019,0,0,24.5,0,30726.84,24.29,415.33
Van_8_Diesel,Van,Diesel,2018,0,0,24.6,0,29190.5,24.21,415.32
Van_9_Diesel,Van,Diesel,2017,0,0,22.8,0,27730.97,25.38,462.96
Van_10_Diesel,Van,Diesel,2016,0,0,22.3,0,26344.43,25.68,468.78
Van_11_Diesel,Van,Diesel,2015,0,0,20.3,0,25027.2,27.27,524.18
Van_12_Diesel,Van,Diesel,2014,0,0,19.5,0,23775.84,27.94,533.65
Van_13_Diesel,Van,Diesel,2013,0,0,19.7,0,22587.05,27.8,533.1
Van_14_Diesel,Van,Diesel,2012,0,0,19.1,0,21457.7,28.31,548.14
Van_15_Diesel,Van,Diesel,2011,0,0,18.8,0,20384.81,28.66,554.58
Van_16_Diesel,Van,Diesel,2010,0,0,21.3,0,19365.57,26.41,481.66
Van_17_Diesel,Van,Diesel,2009,0,0,20.4,0,18397.29,27.17,502.44
Van_18_Diesel,Van,Diesel,2008,0,0,20.5,0,17477.43,27.08,499.26
Van_19_Diesel,Van,Diesel,2007,0,0,20.2,0,16603.56,27.29,502.62
Van_0_Gas,Van,Gas,2026,3,4,21.8,0,40000.0,26.09,406.25
Van_1_Gas,Van,Gas,2025,3,5,21.4,0,38000.0,26.36,414.6
Van_2_Gas,Van,Gas,2024,3,5,21.6,0,36100.0,26.2,410.8
Van_3_Gas,Van,Gas,2023,3,5,21.6,0,34295.0,26.2,410.8
Van_4_Gas,Van,Gas,2022,4,7,20.1,0,32580.25,27.38,450.57
Van_5_Gas,Van,Gas,2021,4,7,19.9,0,30951.24,27.63,455.29
Van_6_Gas,Van,Gas,2020,6,10,20.1,0,29403.68,27.41,447.9
Van_7_Gas,Van,Gas,2019,6,8,19.8,0,27933.49,27.72,457.58
Van_8_Gas,Van,Gas,2018,6,10,19.9,0,26536.82,27.63,457.57
Van_9_Gas,Van,Gas,2017,9,15,18.4,0,25209.98,29.07,510.06
Van_10_Gas,Van,Gas,2016,9,15,18.0,0,23949.48,29.44,516.47
Van_11_Gas,Van,Gas,2015,11,19,16.3,0,22752.0,31.41,577.5
Van_12_Gas,Van,Gas,2014,12,35,15.7,0,21614.4,32.25,587.94
Van_13_Gas,Van,Gas,2013,11,35,15.9,0,20533.68,32.08,587.33
Van_14_Gas,Van,Gas,2012,12,39,15.4,0,19507.0,32.71,603.9
Van_15_Gas,Van,Gas,2011,11,38,15.1,0,18531.65,33.14,611.0
Van_16_Gas,Van,Gas,2010,10,21,17.2,0,17605.07,30.35,530.66
Van_17_Gas,Van,Gas,2009,11,24,16.4,0,16724.81,31.29,553.56
Van_18_Gas,Van,Gas,2008,11,23,16.5,0,15888.57,31.18,550.05
Van_19_Gas,Van,Gas,2007,13,26,16.3,0,15094.14,31.44,553.75
Van_0_Hybrid,Van,Hybrid,2026,2,3,34.3,0,46000.0,20.19,258.0
Van_1_Hybrid,Van,Hybrid,2025,2,3,34.7,0,43700.0,20.1,257.67
Van_2_Hybrid,Van,Hybrid,2024,1,2,35.5,0,41515.0,19.86,249.5
Van_3_Hybrid,Van,Hybrid,2023,1,2,35.5,0,39439.25,19.86,249.5
Van_4_Hybrid,Van,Hybrid,2022,1,2,35.5,0,37467.29,19.86,249.5
Van_5_Hybrid,Van,Hybrid,2021,1,2,35.5,0,35593.92,19.86,249.5
Van_6_Hybrid,Van,Hybrid,2020,0,0,27.3,0,33814.23,22.8,339.56
Van_7_Hybrid,Van,Hybrid,2019,0,0,26.9,0,32123.52,23.03,346.91
Van_8_Hybrid,Van,Hybrid,2018,0,0,27.0,0,30517.34,22.95,346.9
Van_9_Hybrid,Van,Hybrid,2017,0,0,25.0,0,28991.47,24.02,386.69
Van_10_Hybrid,Van,Hybrid,2016,0,0,24.5,0,27541.9,24.29,391.55
Van_11_Hybrid,Van,Hybrid,2015,0,0,22.2,0,26164.8,25.74,437.82
Van_12_Hybrid,Van,Hybrid,2014,0,0,21.4,0,24856.56,26.35,445.73
Van_13_Hybrid,Van,Hybrid,2013,0,0,21.6,0,23613.74,26.23,445.27
Van_14_Hybrid,Van,Hybrid,2012,0,0,21.0,0,22433.05,26.69,457.83
Van_15_Hybrid,Van,Hybrid,2011,0,0,20.6,0,21311.4,27.0,463.22
Van_16_Hybrid,Van,Hybrid,2010,0,0,23.4,0,20245.83,24.96,402.3
Van_17_Hybrid,Van,Hybrid,2009,0,0,22.4,0,19233.54,25.65,419.67
Van_18_Hybrid,Van,Hybrid,2008,0,0,22.5,0,18271.86,25.57,417.01
Van_19_Hybrid,Van,Hybrid,2007,0,0,22.2,0,17358.27,25.76,419.81
Van_0_PEV,Van,PEV,2026,1,1,30.0,520,50000.0,21.67,119.0
Van_1_PEV,Van,PEV,2025,1,1,30.0,520,47500.0,21.67,119.0
Van_2_PEV,Van,PEV,2024,1,1,30.0,520,45125.0,21.67,119.0
Van_3_PEV,Van,PEV,2023,1,1,30.0,520,42868.75,21.67,119.0
Van_4_PEV,Van,PEV,2022,1,1,30.0,520,40725.31,21.67,119.0
Van_5_PEV,Van,PEV,2021,1,1,30.0,520,38689.05,21.67,119.0
Van_6_PEV,Van,PEV,2020,1,1,30.0,520,36754.59,21.67,119.0
Van_7_PEV,Van,PEV,2019,1,1,30.0,520,34916.86,21.67,119.0
Van_8_PEV,Van,PEV,2018,1,1,32.0,570,33171.02,20.94,106.0
Van_9_PEV,Van,PEV,2017,1,1,32.0,570,31512.47,20.94,106.0
Van_10_PEV,Van,PEV,2016,0,0,23.8,0,29936.85,24.68,206.23
Van_11_PEV,Van,PEV,2015,0,0,21.7,0,28440.0,26.17,230.59
Van_12_PEV,Van,PEV,2014,0,0,20.8,0,27018.0,26.8,234.76
Van_13_PEV,Van,PEV,2013,0,0,21.0,0,25667.1,26.66,234.52
Van_14_PEV,Van,PEV,2012,0,0,20.4,0,24383.75,27.14,241.14
Van_15_PEV,Van,PEV,2011,0,0,20.0,0,23164.56,27.46,243.97
Van_16_PEV,Van,PEV,2010,0,0,22.8,0,22006.33,25.36,211.89
Van_17_PEV,Van,PEV,2009,0,0,21.8,0,20906.02,26.07,221.03
Van_18_PEV,Van,PEV,2008,0,0,21.9,0,19860.72,25.99,219.63
Van_19_PEV,Van,PEV,2007,0,0,21.6,0,18867.68,26.18,221.11
